year,month,province,tmin
2024,1,Amnat Charoen,18.435220125786167
2024,2,Amnat Charoen,21.16163522012579
2024,3,Amnat Charoen,23.831446540880503
2024,4,Amnat Charoen,28.702515723270444
2024,5,Amnat Charoen,25.87358490566038
2024,6,Amnat Charoen,25.26037735849057
2024,7,Amnat Charoen,24.136477987421387
2024,8,Amnat Charoen,24.95660377358491
2024,9,Amnat Charoen,24.225786163522017
2024,10,Amnat Charoen,22.66729559748428
2024,11,Amnat Charoen,20.44842767295598
2024,12,Amnat Charoen,17.536477987421385
2024,1,Ang Thong,21.66136363636364
2024,2,Ang Thong,23.13636363636364
2024,3,Ang Thong,24.40909090909092
2024,4,Ang Thong,27.068181818181817
2024,5,Ang Thong,25.59545454545455
2024,6,Ang Thong,25.518181818181823
2024,7,Ang Thong,24.43863636363637
2024,8,Ang Thong,24.906818181818185
2024,9,Ang Thong,24.76136363636364
2024,10,Ang Thong,24.87954545454545
2024,11,Ang Thong,23.80454545454546
2024,12,Ang Thong,20.756818181818183
2024,1,Bangkok,23.3
2024,2,Bangkok,24.44210526315789
2024,3,Bangkok,25.80263157894737
2024,4,Bangkok,27.56578947368421
2024,5,Bangkok,26.26578947368421
2024,6,Bangkok,26.167105263157897
2024,7,Bangkok,25.313157894736843
2024,8,Bangkok,25.867105263157896
2024,9,Bangkok,25.178947368421053
2024,10,Bangkok,25.178947368421053
2024,11,Bangkok,24.76710526315789
2024,12,Bangkok,22.43026315789474
2024,1,Bueng Kan,15.556410256410258
2024,2,Bueng Kan,18.258461538461543
2024,3,Bueng Kan,20.11794871794872
2024,4,Bueng Kan,25.47435897435897
2024,5,Bueng Kan,25.27641025641026
2024,6,Bueng Kan,25.69794871794872
2024,7,Bueng Kan,25.690769230769234
2024,8,Bueng Kan,25.278974358974363
2024,9,Bueng Kan,23.8097435897436
2024,10,Bueng Kan,21.684615384615388
2024,11,Bueng Kan,18.57589743589744
2024,12,Bueng Kan,14.843076923076923
2024,1,Buri Ram,18.978099173553723
2024,2,Buri Ram,21.972933884297525
2024,3,Buri Ram,23.62334710743802
2024,4,Buri Ram,27.44917355371901
2024,5,Buri Ram,25.445867768595043
2024,6,Buri Ram,25.10289256198348
2024,7,Buri Ram,23.728099173553723
2024,8,Buri Ram,24.720247933884306
2024,9,Buri Ram,24.13657024793389
2024,10,Buri Ram,23.3603305785124
2024,11,Buri Ram,21.373140495867773
2024,12,Buri Ram,18.32252066115703
2024,1,Chachoengsao,22.498800000000003
2024,2,Chachoengsao,24.222800000000003
2024,3,Chachoengsao,25.07520000000001
2024,4,Chachoengsao,27.649600000000003
2024,5,Chachoengsao,26.105600000000003
2024,6,Chachoengsao,26.154400000000003
2024,7,Chachoengsao,25.028
2024,8,Chachoengsao,25.533200000000004
2024,9,Chachoengsao,24.8344
2024,10,Chachoengsao,24.4884
2024,11,Chachoengsao,23.309600000000003
2024,12,Chachoengsao,21.180000000000003
2024,1,Chai Nat,21.12881355932204
2024,2,Chai Nat,23.07796610169492
2024,3,Chai Nat,25.29406779661017
2024,4,Chai Nat,28.242372881355934
2024,5,Chai Nat,25.83474576271187
2024,6,Chai Nat,25.10254237288136
2024,7,Chai Nat,24.23305084745763
2024,8,Chai Nat,24.91610169491526
2024,9,Chai Nat,24.570338983050853
2024,10,Chai Nat,24.85847457627119
2024,11,Chai Nat,23.2864406779661
2024,12,Chai Nat,20.81779661016949
2024,1,Chaiyaphum,17.496422764227646
2024,2,Chaiyaphum,20.19121951219513
2024,3,Chaiyaphum,21.97235772357724
2024,4,Chaiyaphum,25.496097560975613
2024,5,Chaiyaphum,24.233008130081306
2024,6,Chaiyaphum,24.334634146341465
2024,7,Chaiyaphum,23.1959349593496
2024,8,Chaiyaphum,23.96829268292684
2024,9,Chaiyaphum,23.32959349593496
2024,10,Chaiyaphum,22.478373983739843
2024,11,Chaiyaphum,19.99560975609756
2024,12,Chaiyaphum,17.01056910569106
2024,1,Chanthaburi,21.726910299003325
2024,2,Chanthaburi,23.29069767441861
2024,3,Chanthaburi,24.23654485049834
2024,4,Chanthaburi,26.58172757475084
2024,5,Chanthaburi,25.48438538205981
2024,6,Chanthaburi,25.010299003322263
2024,7,Chanthaburi,24.258139534883725
2024,8,Chanthaburi,24.698338870431897
2024,9,Chanthaburi,24.140863787375416
2024,10,Chanthaburi,23.47308970099668
2024,11,Chanthaburi,22.730232558139537
2024,12,Chanthaburi,21.040199335548174
2024,1,Chiang Mai,13.425022914757106
2024,2,Chiang Mai,14.550045829514213
2024,3,Chiang Mai,18.16764436296976
2024,4,Chiang Mai,22.83263061411549
2024,5,Chiang Mai,22.57506874427132
2024,6,Chiang Mai,21.79844179651696
2024,7,Chiang Mai,21.67580201649863
2024,8,Chiang Mai,21.369752520623283
2024,9,Chiang Mai,21.33235563703025
2024,10,Chiang Mai,20.845921173235563
2024,11,Chiang Mai,17.24683776351971
2024,12,Chiang Mai,15.50229147571036
2024,1,Chiang Rai,14.589003436426118
2024,2,Chiang Rai,15.214432989690724
2024,3,Chiang Rai,18.77113402061856
2024,4,Chiang Rai,23.43505154639176
2024,5,Chiang Rai,23.389347079037805
2024,6,Chiang Rai,23.247766323024056
2024,7,Chiang Rai,23.28694158075601
2024,8,Chiang Rai,22.40670103092784
2024,9,Chiang Rai,22.48883161512028
2024,10,Chiang Rai,21.579896907216497
2024,11,Chiang Rai,17.892783505154643
2024,12,Chiang Rai,16.12766323024055
2024,1,Chon Buri,23.624761904761908
2024,2,Chon Buri,24.74952380952381
2024,3,Chon Buri,25.74857142857143
2024,4,Chon Buri,27.863333333333337
2024,5,Chon Buri,26.652380952380955
2024,6,Chon Buri,26.730476190476192
2024,7,Chon Buri,25.38476190476191
2024,8,Chon Buri,25.805238095238096
2024,9,Chon Buri,25.030000000000005
2024,10,Chon Buri,24.490952380952383
2024,11,Chon Buri,23.590952380952384
2024,12,Chon Buri,21.973333333333336
2024,1,Chumphon,23.11398601398601
2024,2,Chumphon,23.10909090909092
2024,3,Chumphon,24.130419580419584
2024,4,Chumphon,25.67272727272728
2024,5,Chumphon,25.42342657342658
2024,6,Chumphon,24.31328671328672
2024,7,Chumphon,23.80664335664336
2024,8,Chumphon,24.165384615384617
2024,9,Chumphon,23.49685314685315
2024,10,Chumphon,23.875174825174827
2024,11,Chumphon,23.57272727272728
2024,12,Chumphon,22.35839160839161
2024,1,Kalasin,17.94761904761905
2024,2,Kalasin,20.66428571428572
2024,3,Kalasin,22.49970238095238
2024,4,Kalasin,27.51428571428572
2024,5,Kalasin,25.63303571428572
2024,6,Kalasin,25.64136904761905
2024,7,Kalasin,24.655059523809523
2024,8,Kalasin,25.124404761904763
2024,9,Kalasin,24.309226190476192
2024,10,Kalasin,23.02886904761905
2024,11,Kalasin,20.21071428571429
2024,12,Kalasin,17.161309523809525
2024,1,Kamphaeng Phet,18.87875894988068
2024,2,Kamphaeng Phet,20.98042959427208
2024,3,Kamphaeng Phet,23.764916467780434
2024,4,Kamphaeng Phet,26.8164677804296
2024,5,Kamphaeng Phet,25.261813842482105
2024,6,Kamphaeng Phet,24.37804295942721
2024,7,Kamphaeng Phet,24.074701670644394
2024,8,Kamphaeng Phet,24.25178997613365
2024,9,Kamphaeng Phet,24.00334128878282
2024,10,Kamphaeng Phet,23.68400954653938
2024,11,Kamphaeng Phet,21.381384248210026
2024,12,Kamphaeng Phet,19.22983293556086
2024,1,Kanchanaburi,19.25048025613661
2024,2,Kanchanaburi,20.48100320170758
2024,3,Kanchanaburi,23.115048025613664
2024,4,Kanchanaburi,25.58537886873
2024,5,Kanchanaburi,24.861152614727857
2024,6,Kanchanaburi,23.56947705442904
2024,7,Kanchanaburi,23.07876200640342
2024,8,Kanchanaburi,23.621878335112065
2024,9,Kanchanaburi,23.279402347918893
2024,10,Kanchanaburi,23.251654215581645
2024,11,Kanchanaburi,21.321985058697976
2024,12,Kanchanaburi,19.24044823906084
2024,1,Khon Kaen,17.884615384615387
2024,2,Khon Kaen,20.75692307692308
2024,3,Khon Kaen,22.80115384615385
2024,4,Khon Kaen,27.11884615384616
2024,5,Khon Kaen,25.22346153846154
2024,6,Khon Kaen,25.36519230769231
2024,7,Khon Kaen,23.81326923076924
2024,8,Khon Kaen,24.649230769230773
2024,9,Khon Kaen,24.110000000000007
2024,10,Khon Kaen,22.96692307692308
2024,11,Khon Kaen,20.43288461538462
2024,12,Khon Kaen,17.24942307692308
2024,1,Krabi,24.321276595744685
2024,2,Krabi,24.161702127659577
2024,3,Krabi,24.81106382978724
2024,4,Krabi,26.325106382978724
2024,5,Krabi,26.23531914893617
2024,6,Krabi,25.19702127659575
2024,7,Krabi,24.5736170212766
2024,8,Krabi,24.520851063829788
2024,9,Krabi,23.98212765957448
2024,10,Krabi,24.137021276595743
2024,11,Krabi,23.88425531914894
2024,12,Krabi,23.674468085106387
2024,1,Lampang,15.302936378466562
2024,2,Lampang,16.3747145187602
2024,3,Lampang,20.1141924959217
2024,4,Lampang,24.55693311582382
2024,5,Lampang,23.761011419249595
2024,6,Lampang,23.37161500815661
2024,7,Lampang,23.219902120717784
2024,8,Lampang,23.02463295269168
2024,9,Lampang,22.67667210440457
2024,10,Lampang,22.14828711256117
2024,11,Lampang,18.8536704730832
2024,12,Lampang,16.346492659053837
2024,1,Lamphun,14.789592760180998
2024,2,Lamphun,15.428959276018102
2024,3,Lamphun,19.356108597285072
2024,4,Lamphun,24.31085972850679
2024,5,Lamphun,23.45565610859729
2024,6,Lamphun,22.616742081447963
2024,7,Lamphun,22.533031674208143
2024,8,Lamphun,22.24072398190045
2024,9,Lamphun,22.100452488687782
2024,10,Lamphun,21.87873303167421
2024,11,Lamphun,18.587330316742086
2024,12,Lamphun,16.349321266968328
2024,1,Loei,15.086180422264878
2024,2,Loei,17.260076775431866
2024,3,Loei,19.734740882917468
2024,4,Loei,24.22552783109405
2024,5,Loei,23.26506717850288
2024,6,Loei,23.60019193857965
2024,7,Loei,22.70153550863724
2024,8,Loei,23.09251439539348
2024,9,Loei,22.460844529750485
2024,10,Loei,21.310172744721694
2024,11,Loei,17.964299424184265
2024,12,Loei,14.598464491362764
2024,1,Lop Buri,20.39056603773585
2024,2,Lop Buri,22.823270440251576
2024,3,Lop Buri,24.80314465408805
2024,4,Lop Buri,27.332075471698115
2024,5,Lop Buri,25.63616352201258
2024,6,Lop Buri,25.38207547169812
2024,7,Lop Buri,24.1685534591195
2024,8,Lop Buri,24.7874213836478
2024,9,Lop Buri,24.1622641509434
2024,10,Lop Buri,24.03207547169812
2024,11,Lop Buri,22.16761006289309
2024,12,Lop Buri,19.823270440251576
2024,1,Mae Hong Son,13.445483359746438
2024,2,Mae Hong Son,14.874167987321716
2024,3,Mae Hong Son,18.419651347068147
2024,4,Mae Hong Son,23.27068145800317
2024,5,Mae Hong Son,23.22773375594296
2024,6,Mae Hong Son,22.054516640253567
2024,7,Mae Hong Son,21.73961965134708
2024,8,Mae Hong Son,21.594453248811416
2024,9,Mae Hong Son,21.368779714738515
2024,10,Mae Hong Son,21.053248811410462
2024,11,Mae Hong Son,17.704595879556262
2024,12,Mae Hong Son,16.06909667194929
2024,1,Maha Sarakham,18.62610294117648
2024,2,Maha Sarakham,21.572058823529414
2024,3,Maha Sarakham,23.51838235294118
2024,4,Maha Sarakham,28.202941176470592
2024,5,Maha Sarakham,25.95992647058824
2024,6,Maha Sarakham,25.933823529411768
2024,7,Maha Sarakham,24.462867647058825
2024,8,Maha Sarakham,25.31580882352941
2024,9,Maha Sarakham,24.554044117647063
2024,10,Maha Sarakham,23.40330882352941
2024,11,Maha Sarakham,20.96580882352941
2024,12,Maha Sarakham,17.960661764705886
2024,1,Mukdahan,16.92437810945274
2024,2,Mukdahan,20.27462686567165
2024,3,Mukdahan,22.50746268656717
2024,4,Mukdahan,27.93084577114428
2024,5,Mukdahan,25.38308457711443
2024,6,Mukdahan,24.832835820895525
2024,7,Mukdahan,24.12587064676617
2024,8,Mukdahan,24.690049751243784
2024,9,Mukdahan,23.881592039801
2024,10,Mukdahan,22.013930348258707
2024,11,Mukdahan,19.13134328358209
2024,12,Mukdahan,15.800497512437811
2024,1,Nakhon Nayok,20.77169811320755
2024,2,Nakhon Nayok,22.226415094339625
2024,3,Nakhon Nayok,23.319811320754724
2024,4,Nakhon Nayok,26.00754716981132
2024,5,Nakhon Nayok,24.98490566037736
2024,6,Nakhon Nayok,24.96981132075472
2024,7,Nakhon Nayok,24.149056603773587
2024,8,Nakhon Nayok,24.910377358490567
2024,9,Nakhon Nayok,24.039622641509435
2024,10,Nakhon Nayok,23.82735849056604
2024,11,Nakhon Nayok,22.43490566037736
2024,12,Nakhon Nayok,20.02830188679245
2024,1,Nakhon Pathom,21.95196078431373
2024,2,Nakhon Pathom,23.164705882352944
2024,3,Nakhon Pathom,24.694117647058825
2024,4,Nakhon Pathom,26.632352941176475
2024,5,Nakhon Pathom,25.63529411764706
2024,6,Nakhon Pathom,25.387254901960787
2024,7,Nakhon Pathom,24.54607843137256
2024,8,Nakhon Pathom,25.17450980392157
2024,9,Nakhon Pathom,24.74117647058824
2024,10,Nakhon Pathom,24.76666666666667
2024,11,Nakhon Pathom,24.238235294117647
2024,12,Nakhon Pathom,21.8529411764706
2024,1,Nakhon Phanom,16.625000000000004
2024,2,Nakhon Phanom,19.83043478260869
2024,3,Nakhon Phanom,21.68804347826088
2024,4,Nakhon Phanom,27.18079710144928
2024,5,Nakhon Phanom,25.91847826086957
2024,6,Nakhon Phanom,25.5554347826087
2024,7,Nakhon Phanom,25.2108695652174
2024,8,Nakhon Phanom,25.272101449275365
2024,9,Nakhon Phanom,24.134420289855075
2024,10,Nakhon Phanom,21.8786231884058
2024,11,Nakhon Phanom,19.15579710144928
2024,12,Nakhon Phanom,15.775000000000002
2024,1,Nakhon Ratchasima,18.75004965243297
2024,2,Nakhon Ratchasima,21.589473684210528
2024,3,Nakhon Ratchasima,23.196822244289976
2024,4,Nakhon Ratchasima,26.61439920556108
2024,5,Nakhon Ratchasima,24.837735849056607
2024,6,Nakhon Ratchasima,24.67398212512413
2024,7,Nakhon Ratchasima,23.392353525322743
2024,8,Nakhon Ratchasima,24.32601787487588
2024,9,Nakhon Ratchasima,23.757000993048663
2024,10,Nakhon Ratchasima,23.12095332671301
2024,11,Nakhon Ratchasima,21.26494538232373
2024,12,Nakhon Ratchasima,18.215590863952336
2024,1,Nakhon Sawan,20.30346320346321
2024,2,Nakhon Sawan,22.676839826839828
2024,3,Nakhon Sawan,24.83896103896104
2024,4,Nakhon Sawan,27.69545454545455
2024,5,Nakhon Sawan,25.70649350649351
2024,6,Nakhon Sawan,25.1487012987013
2024,7,Nakhon Sawan,24.329437229437232
2024,8,Nakhon Sawan,24.769696969696973
2024,9,Nakhon Sawan,24.401731601731605
2024,10,Nakhon Sawan,24.31558441558441
2024,11,Nakhon Sawan,22.31515151515152
2024,12,Nakhon Sawan,20.35
2024,1,Nakhon Si Thammarat,23.984468085106386
2024,2,Nakhon Si Thammarat,23.72489361702128
2024,3,Nakhon Si Thammarat,24.267872340425534
2024,4,Nakhon Si Thammarat,25.92531914893617
2024,5,Nakhon Si Thammarat,25.48978723404256
2024,6,Nakhon Si Thammarat,24.63553191489362
2024,7,Nakhon Si Thammarat,23.78702127659575
2024,8,Nakhon Si Thammarat,23.84212765957447
2024,9,Nakhon Si Thammarat,23.41765957446809
2024,10,Nakhon Si Thammarat,23.88
2024,11,Nakhon Si Thammarat,23.775106382978727
2024,12,Nakhon Si Thammarat,23.67148936170213
2024,1,Nan,14.44137353433836
2024,2,Nan,15.397152428810724
2024,3,Nan,18.589949748743724
2024,4,Nan,23.51691792294808
2024,5,Nan,23.04489112227806
2024,6,Nan,23.599162479061977
2024,7,Nan,23.18676716917924
2024,8,Nan,22.97269681742044
2024,9,Nan,22.176549413735344
2024,10,Nan,21.25527638190955
2024,11,Nan,17.716080402010054
2024,12,Nan,14.792964824120606
2024,1,Narathiwat,23.448803827751195
2024,2,Narathiwat,23.525358851674643
2024,3,Narathiwat,24.09282296650718
2024,4,Narathiwat,25.19856459330144
2024,5,Narathiwat,25.43397129186604
2024,6,Narathiwat,24.639234449760767
2024,7,Narathiwat,24.53397129186603
2024,8,Narathiwat,23.71148325358852
2024,9,Narathiwat,23.71818181818182
2024,10,Narathiwat,24.166985645933018
2024,11,Narathiwat,23.91435406698565
2024,12,Narathiwat,23.64688995215312
2024,1,Nong Bua Lam Phu,17.01363636363637
2024,2,Nong Bua Lam Phu,19.42474747474748
2024,3,Nong Bua Lam Phu,21.741919191919195
2024,4,Nong Bua Lam Phu,26.473232323232327
2024,5,Nong Bua Lam Phu,25.03939393939394
2024,6,Nong Bua Lam Phu,25.022222222222226
2024,7,Nong Bua Lam Phu,23.7469696969697
2024,8,Nong Bua Lam Phu,24.2449494949495
2024,9,Nong Bua Lam Phu,23.6989898989899
2024,10,Nong Bua Lam Phu,22.41313131313132
2024,11,Nong Bua Lam Phu,19.51111111111112
2024,12,Nong Bua Lam Phu,16.050505050505052
2024,1,Nong Khai,16.46792452830189
2024,2,Nong Khai,18.70943396226416
2024,3,Nong Khai,20.764150943396228
2024,4,Nong Khai,26.115723270440256
2024,5,Nong Khai,25.473584905660378
2024,6,Nong Khai,25.613836477987423
2024,7,Nong Khai,25.216981132075475
2024,8,Nong Khai,25.035849056603777
2024,9,Nong Khai,24.09182389937107
2024,10,Nong Khai,22.459119496855347
2024,11,Nong Khai,19.13584905660377
2024,12,Nong Khai,15.437735849056606
2024,1,Nonthaburi,22.38125
2024,2,Nonthaburi,23.581250000000004
2024,3,Nonthaburi,25.075000000000003
2024,4,Nonthaburi,26.946875
2024,5,Nonthaburi,25.759375
2024,6,Nonthaburi,25.80625
2024,7,Nonthaburi,24.953125000000004
2024,8,Nonthaburi,25.56875
2024,9,Nonthaburi,24.971875000000004
2024,10,Nonthaburi,24.990625
2024,11,Nonthaburi,24.637500000000003
2024,12,Nonthaburi,22.225
2024,1,Pathum Thani,22.234246575342468
2024,2,Pathum Thani,23.476712328767125
2024,3,Pathum Thani,24.738356164383568
2024,4,Pathum Thani,27.089041095890416
2024,5,Pathum Thani,25.868493150684937
2024,6,Pathum Thani,25.9068493150685
2024,7,Pathum Thani,25.02328767123288
2024,8,Pathum Thani,25.71917808219178
2024,9,Pathum Thani,24.94246575342466
2024,10,Pathum Thani,24.9027397260274
2024,11,Pathum Thani,24.34109589041096
2024,12,Pathum Thani,21.817808219178087
2024,1,Pattani,24.34615384615385
2024,2,Pattani,24.552747252747256
2024,3,Pattani,24.95604395604396
2024,4,Pattani,26.053846153846155
2024,5,Pattani,26.11978021978022
2024,6,Pattani,25.55934065934066
2024,7,Pattani,25.15054945054945
2024,8,Pattani,24.16593406593407
2024,9,Pattani,24.100000000000005
2024,10,Pattani,24.610989010989016
2024,11,Pattani,24.238461538461543
2024,12,Pattani,24.187912087912093
2024,1,Phangnga,23.70710659898477
